bpt lgm_tot_p50 sfr_tot_p50 color_gr zoo RprojLW_Rvir logM200_L groupID distance weights
1             0.658524519  0.269634552 -0.232628706 S            0.61400339   13.43384      566         0.68988446   1           
1             0.438832014 -0.185198146 -0.445695765 S            1.74498078   13.43101     1404         0.60677844   1           
1             0.724650568  0.147871150  0.957398092 S            0.02867379   13.43101     1404         0.59624312   1           
0             0.079489539 -1.145062589  0.579747787 S            1.57417588   13.42890     1889         0.34069078   1           
1             0.371584156 -0.195260829  0.274323603 S            0.52526841   13.42870      868         0.59620070   1           
0            -0.550693834  1.136674526 -0.957730277 S            0.53783351   13.42732     1477         0.96797285   1           
1            -0.272606661  1.173386368 -0.746915212 S            3.58726383   13.42697     1574         0.95813778   1           
0            -0.036814691  1.312575579 -1.118058065 S            0.86034346   13.42555      799         0.95784648   1           
1            -0.168551365 -0.229659439  0.194803860 S            2.61914936   13.42427     1877         0.71788826   1           
0            -0.544933197  1.113505224 -1.599726159 S            1.78455676   13.42427     1877         0.96957426   1           
0            -0.650595408 -1.336667054  0.593300329 S            0.30162810   13.42371      647         0.46420977   1           
0             0.865422346 -1.437109012  1.035746190 S            0.67224047   13.42371      647         0.12170993   1           
1             0.309157042  0.347791165  1.071514350 S            4.78116241   13.42126     1195         0.74995487   1           
0             0.680111748 -0.692985805  0.715760124 S            4.01033455   13.41937     1589         0.33248956   1           
1             1.350377028  1.529926758 -0.663322605 S            0.13794266   13.41700     1286         0.86635011   1           
1             0.971569664  1.715828148 -0.462854541 S            6.79052332   13.41584     1318         0.92458724   1           
0             1.093968041  0.055718988  0.435533930 S            0.55231281   13.41584     1318         0.48470780   1           
1            -0.066102983 -1.121630638  0.657142337 S            3.83404746   13.41433     1834         0.38176045   1           
1             0.376374581 -1.242383347  0.882301185 S            2.29863514   13.41424      637         0.23905854   1           
1             0.397294789  0.148232357  0.758837122 S            0.80478997   13.41385      999         0.68365736   1           
1             0.215925679 -0.903354446  0.169250826 S            0.19790463   13.41323      593         0.39831906   1           
0             0.711825571  0.878091692 -0.435308188 S            2.79763360   13.40684     1351         0.83438840   1           
0             0.046926780 -0.517822466 -0.173305902 S            0.23388350   13.40684     1351         0.58759396   1           
1            -0.865406532  0.949541002 -0.780421234 S            5.25567528   13.40561      821         0.96957679   1           
1             0.750391520 -1.096935161  0.663949040 S            5.39858911   13.40418     1977         0.20969358   1           
1             0.852748945  1.463027503  0.345484592 S            0.44392485   13.40418     1977         0.89730650   1           
0             1.390974359  0.459558184  0.030550298 S            0.45792193   13.40231     1755         0.55934616   1           
0             0.044046461 -0.835875066  0.425141281 S            0.48798394   13.40231     1755         0.45754489   1           
1            -0.214272631  0.454005686 -0.329951376 S            0.34837199   13.40185     1455         0.88167293   1           
1             0.484795834  0.987280724 -0.525732858 S            0.41718292   13.40087     1294         0.88348732   1           
0            -0.335549200  0.894318210 -0.396253333 S            6.99552750   13.40053     2021         0.94049810   1           
